length, eff, eps, r_bat, R_m, R_p, R_s
4.919347305151554328e-03,2.959864024587786080e-01,5.217890000274624240e-01,6.862464402428174459e-01,2.009230606359160376e+01,1.343231773636836124e+02,3.143681298470987429e+01
2.465866039689017242e-01,2.849135740038265530e-01,2.123000355025355390e-01,7.856836371836307675e-01,1.944017892625319632e+02,1.371871832482023024e+02,2.223674832334355642e+02
1.518134831047339983e-01,2.792257024662644360e-01,4.610221748465124225e-01,6.610812861130436202e-01,3.301674056070669394e+01,2.914022627129779863e+01,2.353168037787430364e+02
1.876645645524035733e-01,2.928137887585510191e-01,5.995178046801037386e-01,8.727841674125785820e-01,2.324551370694236141e+02,6.481031428165411512e+01,2.403485700237871185e+02
5.604138387541258981e-02,3.296371528522280547e-01,4.588942411190731763e-01,9.860426521449442427e-01,2.414217208191453778e+02,1.328252321997613024e+02,1.181912895355919346e+02
5.095735335122397736e-02,2.771963756858174532e-01,1.537926995907603345e-01,1.377500573859448685e-01,1.835634018922350208e+02,3.402607775778402299e+01,2.113745863045783437e+02
8.664691232947523136e-02,2.812519758004998205e-01,3.227403051046709437e-01,7.964956654805606384e-02,1.311258515508927189e+02,1.622110931060899475e+02,1.723905016902804732e+02
2.164330326452679198e-01,3.451414237528294127e-01,2.671283207190122688e-01,9.393494537097593078e-01,1.534878684592872276e+02,8.415379424926761942e+01,2.263937617022887423e+02
9.534577988983983232e-02,3.315495500982282850e-01,6.204177710000560175e-01,1.265613063601663535e-01,1.855751080407062830e+02,2.338652924972342078e+02,2.271598559184297272e+01
1.066244400419596589e-01,3.370410153153383659e-01,6.121788045387498434e-01,9.297396380530872362e-01,1.501853153857769883e+02,9.097057831078639367e+01,2.307889084831686546e+02
1.816483491470038680e-01,3.414563179773219548e-01,4.011248271940062171e-01,5.933934800625375594e-01,1.842542740526968714e+02,2.088280921313482565e+02,3.281631345563487567e+00
3.341595792656545244e-02,2.888269833240918461e-01,4.925999536418360081e-01,2.947918355770980936e-01,1.788855824972535231e+02,1.217962966773900320e+02,8.098834261056131822e+01
1.903684008997487132e-01,2.749333637307541656e-01,3.111239515361506336e-01,6.200931711518637979e-01,2.057315257874591339e+02,1.031741405914037983e+02,8.188129545010667698e+00
7.894802816666257606e-02,2.510674288339022620e-01,4.103220392484248635e-01,6.742898203383879130e-01,1.339177358509796818e+02,1.536574834914221412e+02,3.930655982462503317e+01
1.149660345006146972e-01,2.757261743545626476e-01,4.545920930920746561e-01,8.173829185791456897e-01,2.352589159592241401e+02,5.079814199213564763e+01,1.355112963079456847e+02
1.775950203339644595e-01,2.668594023416033245e-01,5.436001976610671527e-01,7.942894278809050634e-01,1.412719075998015583e+01,1.659033551932189425e+02,2.182490280526563140e+02
6.753415698641441166e-03,2.642044526986336850e-01,1.234071781224352904e-01,5.353986459751945981e-01,1.646461123784969232e+02,1.281123012840559170e+02,1.097501962111346643e+02
2.464285906631627845e-02,2.719235790342976467e-01,6.767505821044760284e-01,6.914169331515560568e-01,2.128869276021523262e+02,1.672174344040925575e+02,1.197616049496178618e+02
1.247644193398957241e-01,2.548011607192002259e-01,7.994055876035630614e-01,4.841137576913341345e-01,1.982684264577201247e+02,5.580923635850494691e+01,1.822285326778934689e+02
8.962025308428320236e-02,2.877425166886499186e-01,4.189473972007253799e-01,8.772010425824077196e-01,1.182103785262686841e+02,2.132416508076414345e+02,2.494062715865722737e+02
1.771916611401391783e-02,3.153304846592488442e-01,7.765801093565219970e-01,2.781209371290876975e-01,1.963584425066617882e+02,1.398186207071152865e+02,1.923020160569587631e+02
7.185466554172033338e-02,3.365476799056883461e-01,3.402779142346477048e-01,3.295893150345691192e-02,1.869319599180399223e+02,1.782384895994308636e+02,1.220634469805040396e+02
2.306951017596429176e-01,2.533843361792820770e-01,3.192456338769422142e-01,6.333235741987047751e-01,2.299665890950266345e+01,6.061084857726358877e+01,9.712880200710543477e+01
3.481459832518129377e-02,3.183553829050533301e-01,6.238166106245554010e-01,2.049866972905426410e-01,7.842467851598159712e+01,1.426295780173502123e+02,1.735036714226259846e+01
2.325158417792982102e-01,3.094894312616701115e-01,6.412687073366917234e-01,1.813699273210987173e-01,2.227426823608995790e+02,1.073574061846762078e+02,2.072524728982555757e+02
1.674020641331463166e-01,3.486271625836716570e-01,6.902937761509629899e-01,8.596878419406392968e-01,1.732606534836108381e+02,1.829013515783721289e+02,8.916939949807645860e+01
6.427381846261390197e-02,2.894915944143786057e-01,2.898139313046166898e-01,2.741005326204529191e-01,8.637266563334755176e+00,2.271245795138363235e+02,1.972817344757973785e+02
2.033517028980361407e-01,2.628871735399260223e-01,3.674884597234210348e-01,8.955649872957625046e-01,6.353792891703686507e+01,1.917596903680995979e+02,4.532505613913171416e+00
5.412931887013618798e-02,2.671812617668283263e-01,3.905008056494613244e-01,5.480233022604634741e-01,4.351788805637203694e+01,2.448335961658835913e+02,7.824118978093861188e+01
8.261060240058158699e-02,3.099358273915343021e-01,3.619131697610777215e-02,5.089383835053370442e-01,1.008647542745827792e+02,2.577292465599967031e+01,1.750746141830756812e+02
2.117288862870789490e-01,3.242494170210910021e-01,3.129433404842685285e-01,1.593559867637147631e-01,1.496515108103781966e+00,2.320565812233089389e+02,9.580865097772675654e+01
1.207884388868006587e-01,3.054773355106120691e-01,4.047724826148956234e-01,4.734531653568109233e-01,2.435489596612793548e+02,1.791675664138278421e+02,4.411728884158871011e+01
6.833307698872036207e-02,3.134934412524224001e-01,6.452768932464513219e-01,6.810249472298551821e-01,8.918323664507052229e+01,3.646247288356916805e+00,2.319783260744897575e+02
4.154106206006959873e-02,3.126787073002628148e-01,7.506401749627153452e-02,3.554588868841556115e-01,1.821850931759403807e+02,1.108949470870929730e+02,1.210347923233215823e+02
0.000000000000000000e+00,2.500000000000000000e-01,2.000000000000000042e-02,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.540000000000000036e-01,3.499999999999999778e-01,8.000000000000000444e-01,1.000000000000000000e+00,2.500000000000000000e+02,2.500000000000000000e+02,2.500000000000000000e+02
