length, eff, eps, ht_gain, r_bat, q_s, R_m, R_p, R_s
6.866007847980627743e-02,2.585302880337432274e-01,4.294530270897835567e-01,8.739248665685944717e-01,7.208058393543989029e-01,8.940322286924189257e+02,2.499514056375635107e+02,9.839020677094855216e+01,8.427907348307785185e+01
2.418417798210478475e-01,3.032059372456495927e-01,6.256407722717130526e-02,3.852072508742932500e-01,5.777885784086578269e-01,7.542926298353903576e+02,3.450722552705952495e+01,1.007390965430333836e+02,1.302630634625594723e+02
1.620307570137466749e-02,2.825095606136214799e-01,1.747954009495801819e-01,5.438613202236121102e-01,9.829419133211577675e-01,2.736255475049838992e+02,5.066448629834598449e+01,1.443547267287223406e+02,1.955893818747617843e+02
1.898484479504803368e-01,2.774968319433717134e-01,3.699821004013773562e-01,8.694323528294332082e-01,7.142904993803650404e-01,1.244593984982152278e+03,7.917703036076700585e+01,4.427216120295978996e+00,5.833900468472726430e+01
2.457895355874370122e-02,3.014178566444631890e-01,5.601231538565004664e-01,8.581723026600243109e-01,8.404111421492966860e-01,1.359215220260116666e+03,4.911315830692254281e+01,8.590956684552226363e+01,8.240152654147023270e+01
2.503602540461931647e-01,3.151031566131889949e-01,3.978509754327622105e-01,6.222028630141933636e-01,2.897666579925813890e-01,1.099077254832901872e+03,9.533320917813217932e+01,1.774043677538915347e+02,2.098304000927204811e+02
1.265050308960281866e-01,2.967953340566895637e-01,7.367400038093200321e-01,7.867404044449816114e-01,4.699985854723695011e-01,9.206640786427369676e+02,2.133586763832937834e+02,2.385369106784300754e+02,2.028093143064382957e+02
2.457126922797316648e-01,2.972871688715576499e-01,7.140938155826838107e-01,5.876792944518013373e-01,5.209520240724081486e-01,1.332568416081949863e+03,1.557523834020973368e+02,1.524965160403546918e+02,4.630629918162037484e+01
2.438221954320113904e-01,2.915127116311958533e-01,3.164384995260690059e-01,2.264929766368576347e-01,6.718388326498063723e-01,1.151687293476545619e+03,2.001952554425346307e+02,4.707408834650976814e+01,1.583543932415913424e+01
2.092545963708218881e-01,2.756284386734411673e-01,4.423799609102291863e-01,2.477706877942352781e-01,8.734988529120342460e-02,3.641164161590779713e+02,1.275335458399553943e+02,2.478523957443400150e+02,6.357925624966168243e+01
2.007276528084207812e-02,2.608393317699075897e-01,5.676425826087607707e-01,6.833081733335201191e-01,9.047038653530149466e-01,4.864158897943131024e+02,1.346542507396912356e+02,4.445003852474901151e+01,3.545365847097763634e+01
8.376046705021883421e-02,2.798202110381169394e-01,5.767960718700789746e-01,6.612304505274364287e-03,7.802009987579055367e-03,5.356970824390261896e+02,1.129935365114763925e+02,1.473599711120735094e+02,1.653705302994110014e+02
1.472243583013039814e-01,2.520146979157436018e-01,5.863402694403697657e-01,8.050453009845864871e-01,6.887715067202622166e-01,1.178736009591127868e+03,1.029013186231109067e+01,1.481108629230750182e+02,1.399868617124598984e+02
6.402358916714745440e-02,2.637901947394856728e-01,4.002700606275038653e-01,9.055687629034665509e-01,6.391341642788055388e-01,1.206597484976013220e+03,1.433775039787954597e+02,2.469425405706530228e+02,1.596993206201327666e+02
9.612064092902004864e-02,2.926148077773090272e-01,6.371949326148584891e-01,9.427597384720610707e-01,3.449726192609346431e-01,9.089855302830460460e+02,2.296205559954447750e+01,1.696940401093652042e+02,2.347076193859422801e+02
1.055915276637381384e-01,3.168763346451304308e-01,1.493225716471844045e-01,4.043463519276407347e-01,3.162626872969261926e-01,2.219441467732343085e+02,6.657283088763293222e+01,1.142292384612012768e+02,1.948137355552706822e+02
1.777741645140852034e-01,2.622162691170154547e-01,5.967738873198875638e-01,3.706760444922400088e-01,9.381042010135874909e-01,6.591060740365003312e+02,4.489991831573083658e+01,3.391075401515165311e+01,1.924207898720804906e+02
2.076338208896597037e-01,3.039433143160367723e-01,3.409058266386954528e-01,9.188297427151375096e-01,1.947600385476086771e-01,5.785656805162974479e+02,3.638194088879867394e+01,1.083266744026480382e+02,8.690773810078830763e+01
1.611439344150324693e-01,2.878592438376724183e-01,7.029517556284569091e-01,2.661747379354746368e-01,2.756877583912183960e-01,7.307070900664781448e+02,4.652751565312160054e+00,2.261827303336485784e+02,1.343354631192766249e+02
6.261652154410407567e-02,2.760689905280809819e-01,6.557328655813816631e-01,5.716334570117457270e-01,8.032323445891321745e-01,1.236745992674178524e+03,1.715286016811423337e+02,1.429778823865281652e+02,2.495660092512692358e+02
2.117560212764180716e-01,2.814730037935723739e-01,2.053813400562575497e-01,2.622391817498508915e-01,2.417390840858873458e-01,1.155416954065100526e+03,1.124936678936097501e+01,2.280298797666312112e+02,1.518954807053789864e+02
2.393259438558005547e-01,2.718054895842722529e-01,2.668909021749819033e-01,5.367126285564461918e-01,2.715836990741817697e-03,1.072612775356114980e+03,1.548629721969862771e+02,1.718003282435396386e+02,5.259235424847938134e+01
2.167869063709237099e-01,2.730896120920307535e-01,5.385744514317254705e-02,9.113341040584067576e-01,4.383535207978568882e-01,8.461303535279255357e+02,1.316498951136431970e+02,2.327095008358763550e+02,1.099250974040627966e+02
1.015348979070117980e-01,2.553126540474300321e-01,4.395041342281661989e-01,2.119570797920555111e-02,6.010371592679047970e-01,9.720241837463627235e+02,9.291801471147942948e+01,2.379066868348509445e+01,8.550876536306589060e+01
1.972069796109743867e-01,2.821785746021221453e-01,6.913948970000911576e-01,7.649659475915222551e-01,1.986326728525009966e-01,6.780922821598079508e+02,1.245512782676017309e+02,2.803659158145184183e+00,2.570915787752194603e+01
5.709067991473650017e-02,2.725063695578717193e-01,3.537388788082065916e-01,1.009409034377874714e-01,5.277660652435258726e-01,4.295660643065810405e+02,7.954414356225650629e+00,6.401960941045020093e+01,2.303109960460762196e+01
1.672526365430823114e-01,3.118205399907855724e-01,1.943022572878177479e-01,6.431864968406403316e-01,3.542512663369464659e-02,7.442617308309512509e+02,2.075413103717368415e+02,1.316670125130251847e+02,9.814562969053220343e+00
9.935358376139480363e-02,2.675446875761265386e-01,1.460995129267051718e-01,7.235824969619021330e-01,1.667618378705212623e-01,5.528449455025888710e+02,2.413740158123176798e+02,2.405748068179449319e+02,1.157449861203417925e+02
5.257110684758232316e-02,2.737421545843066739e-01,3.804878678657384050e-01,1.598793224662330981e-01,3.971594123786738595e-01,7.094964993600315211e+02,5.867726642907270218e+01,2.422703005884205254e+02,2.137673125181460065e+01
8.650974043209705422e-02,2.743764763407668950e-01,1.535876262478005072e-01,6.252102333219492492e-01,9.954512923546170455e-01,5.406022773663048611e+02,1.070924997958528309e+02,2.297725586118395142e+02,5.749572765653697104e+01
4.147316020192815672e-02,2.647310894663036929e-01,9.370313640980033887e-02,7.121597215727976105e-01,5.597467255081109982e-01,8.612986709697513561e+02,1.927895029694576863e+02,7.866113421596602961e+01,2.391938465848458009e+02
4.608587205210547266e-02,2.921844759743387199e-01,6.987566049092261977e-01,1.823855549736383141e-01,8.143247796135961725e-01,2.514827920620448367e+02,1.365134260188700637e+02,1.627650129803060963e+02,2.290682989355145480e+02
3.016138378154178609e-02,2.899849030343251699e-01,2.504971849210215762e-01,5.580584833882361595e-01,3.122397918805391859e-01,1.289885266594755876e+03,8.050736909948423659e+01,1.609386211963367828e+02,4.283193853552322850e+00
1.146793990124713170e-01,3.003404537135309638e-01,1.365967962242715106e-01,2.442475387292744604e-01,9.011121371738438357e-02,8.580375020542618358e+02,1.466585906895986113e+01,1.234880572867061943e+02,9.707736054991720209e+01
1.194709512292196907e-01,2.981503185526502286e-01,3.831894094869200962e-01,4.509386426130557700e-03,5.054203743534566584e-01,9.013150086978781701e+02,1.642699366687984650e+02,1.914228840706045105e+02,2.418384242331058260e+02
2.284521252623221421e-01,2.658048508459114889e-01,7.523533588364861302e-01,6.362477467210707616e-01,7.268892560974455908e-01,9.153122724690584846e+02,2.178032886316454437e+02,1.567436434611738036e+02,2.245109803865192362e+02
9.895059693153941682e-02,2.599920168100996465e-01,6.333177717382487693e-01,4.642345152988280321e-01,7.658702019045290355e-01,2.440598074031697138e+02,1.058586778861998710e+02,2.340172034249081037e+02,7.019876114247502130e+01
1.616823625147223720e-01,2.703432595385517612e-01,1.010313382086560352e-01,8.742325647750387452e-02,8.847254010629749255e-01,6.541724327705235282e+02,5.285491679977945267e+01,1.678591009366741105e+02,2.177398291054539072e+02
1.746879910268831215e-01,2.830645233579553999e-01,4.351773094722488078e-01,3.648770242590434476e-01,6.285303562633635099e-01,1.338724311396726080e+03,1.146444148540282981e+02,6.568639174209554454e+00,2.202385663643386806e+02
1.243470119136730889e-01,2.530000989390268074e-01,4.032946913144058176e-01,5.773582560424143084e-01,2.295816556409479570e-01,1.029066302638323123e+03,2.350785662470836144e+02,1.677730526130999635e+02,2.076127034127079298e+02
8.588521741670812615e-02,2.629620551638476300e-01,3.490250727311992873e-02,6.943221088699252919e-01,7.031626366488609170e-01,1.318604476404032084e+03,6.935778553917852207e+01,6.050129100728463527e+01,1.188191505512972554e+02
1.170180066238312930e-02,2.891430807528533875e-01,1.829125222939839146e-01,7.356975416987283634e-01,4.354616309196596147e-02,1.114634075215492430e+03,2.102386903311062838e+01,1.021577609288341080e+02,1.484528910034085243e+02
4.230139179435322278e-02,2.838455311256716240e-01,4.470452509556025467e-01,4.113534896916006822e-01,1.203581998145560744e-01,1.326756960479216559e+03,1.452292316263840632e+02,5.800364209818273764e+01,2.485429564138884757e+02
3.612498212456384528e-02,2.642454682678557210e-01,6.090664011088291474e-01,3.557767203018241675e-01,3.209791180970433810e-01,1.096967697128553027e+03,2.634856418681119550e+01,2.072564164950936743e+02,2.305511032407833909e+02
2.560713473506098965e-03,2.689172781907112064e-01,6.850498777108091630e-01,8.037203216262976679e-02,7.056289194635094741e-01,1.043501620013399133e+03,1.904351560022200260e+02,1.384870621083952074e+02,1.106656202094042527e+02
2.721865014369551083e-02,2.877128749229109772e-01,4.074126158587180191e-01,4.731665652267851713e-02,4.641700552135091251e-01,7.856176401996325467e+02,2.413411073910157967e+01,4.673269851399231101e+01,2.137170666534616998e+02
1.137849770620279755e-01,2.845464975708399402e-01,6.810068684213761436e-01,2.384973031718372050e-01,3.002048731451673613e-01,1.280688914855390976e+03,1.305255873223808116e+01,9.808586517202517996e+01,3.782331981485400973e+01
2.873480938727980202e-02,2.551971571505778913e-01,5.331750443826540620e-01,6.122710830536609583e-01,3.494167657982499842e-01,1.353015068069325025e+03,1.082843770649085968e+02,3.731456199789521833e+01,8.570224571683192494e+01
3.104127190583676199e-02,3.138078358295543491e-01,4.214064553846592620e-01,6.098493401132218938e-01,1.076040352086496746e-02,7.914997055084606927e+02,7.548083255930170310e+01,6.641982850742506628e+01,5.547264828518588153e+00
2.263788858628160983e-01,3.021810029999836833e-01,7.119062346008257769e-02,9.948218670679636055e-01,7.424101607462640917e-01,7.262748408743925665e+02,2.119265926558772435e+02,1.100747374591566796e+02,1.764679848938528437e+02
6.024746765281614735e-02,3.147163151437062933e-01,1.223307221930963473e-01,3.463523743840601354e-01,6.469342022216357790e-01,1.190966206855258406e+03,8.637000655761842438e+01,2.472547950417049734e+01,6.313067540505551989e+01
2.360365324437538603e-01,3.025339646301242746e-01,5.385892623853822947e-01,3.199663857574787107e-01,7.745159080089374370e-01,3.019783355319132170e+02,1.850985999610789463e+02,2.266630173091971869e+02,1.380526001381565777e+02
1.120680421960116718e-01,3.070431689580535028e-01,7.242126133657456055e-01,7.979146536769177178e-01,6.598951978816860464e-01,5.979080787473428700e+02,2.013573292853442922e+02,2.839754995938434590e+01,4.185397327866157013e+01
1.865314599835921627e-01,3.161114603102350706e-01,3.470474327222791144e-01,4.840245305779576901e-01,2.001523742091897984e-01,1.004820470580304914e+03,5.376891945821356700e+01,2.140435233442258607e+02,3.173439936275304873e+01
1.925440921457047816e-01,2.686036434740268763e-01,1.579836246098507146e-01,3.312590535063656416e-01,2.163305694877010465e-01,1.253682175784476385e+03,1.167567470199230968e+02,1.929610496673896947e+01,7.478864780780681087e+01
1.874546087195193833e-01,2.645002790299976758e-01,7.801103466955188193e-01,7.516560041985390073e-02,7.622624883565853882e-01,1.118743856905730809e+03,1.623343967258759051e+02,8.456126166142533407e+01,1.228746235773222963e+02
2.322699447228897818e-01,2.882881043104175700e-01,7.625916930425670204e-01,6.024009958898439709e-01,8.585228080655353811e-01,1.084861860559145498e+03,6.005760992097370377e+01,1.950928734876141277e+02,1.564892216435632974e+02
1.944636710714044703e-01,2.573376314697209399e-01,7.479284385157174420e-01,2.173174081122839219e-01,2.441307753636171723e-02,8.488929315491982379e+02,3.494336197448814829e+01,5.691502180614880047e+01,1.405690871126759305e+02
2.484917881637185300e-01,2.990190517373131351e-01,3.369163205002657646e-01,5.515086873453244332e-01,5.104360059481675149e-01,2.873046644797373688e+02,1.403578138901731336e+02,5.054255403528636492e+01,2.452271744618398372e+02
1.552809971521482146e-01,2.766950642889131062e-01,4.895701767334530996e-01,9.680396760685859858e-01,9.802349016790792846e-02,1.294672133159750729e+03,6.485039432731392139e+01,9.223847510170752173e+01,8.076539011077686325e+01
1.099529044597367944e-01,2.999951462559130588e-01,6.201954000734299921e-01,4.567353891566262591e-01,3.384910034173825855e-01,1.344408866291940285e+03,1.732928785449882412e+02,3.124866334271113644e+01,1.910325918654383415e+01
1.317204407747763206e-01,3.194076737900245488e-01,6.976896817424466102e-01,4.989141602705127188e-01,5.003789096210092824e-01,4.772274843248160892e+02,6.321553126271885503e+01,1.350508343586313060e+02,2.439469900403396139e+02
1.756879450604866832e-01,3.092184667861513914e-01,4.313012986656798442e-01,9.248570840498172574e-01,5.610333788379878728e-01,1.145610869600447131e+03,1.811761860281574599e+01,2.494418441187732753e+02,1.452345610397363203e+02
2.021544215683517276e-01,3.044823660083372796e-01,2.233245778969417394e-01,1.772293925541288187e-02,6.311742784153000496e-01,3.272789702301573698e+02,6.994116348710142006e+01,1.918416991943896051e+02,7.377204926118572814e+01
2.468778810286482162e-01,2.834633449527469984e-01,3.912094384032907546e-01,8.250521947696607405e-01,7.179634340032162720e-01,8.239778472187027774e+02,1.870756614397176421e+01,2.326011822667554085e+01,2.017923845831982419e+02
7.340224667803911529e-02,2.623555262209963934e-01,4.313184359246262367e-02,5.086175793206580975e-01,3.322561173317309380e-01,6.988956139231361249e+02,5.479169712352015864e+01,1.071620211272134213e+02,1.366110243290229675e+01
5.568072037096498915e-03,3.053757729546210387e-01,3.130804493923695642e-01,4.122920507934201007e-02,4.083673746139149241e-01,1.351877569028455355e+03,1.817235623315106636e+02,1.125152251919433013e+02,1.336589219521107168e+02
1.996669551676168719e-01,3.174311042995469623e-01,7.655708727639705113e-01,1.780658496883671393e-01,5.714553001607368676e-01,1.165926176536774165e+03,9.565591663906749886e+01,2.033750781292117438e+02,9.841268058581974287e+01
1.477941087586234770e-01,3.123256460568840098e-01,5.975555917057393529e-01,9.541186729695132485e-01,6.137633938674807305e-02,9.432177383527020993e+02,1.853088918754020824e+02,1.853225357988658573e+02,7.665885735689819569e+01
7.719198850957458002e-02,2.709373272843767499e-01,8.210158320312466174e-02,7.746466026830534091e-01,1.448111387250033966e-01,1.915335849502312726e+02,1.264427540801432883e+02,1.297046712452661552e+02,1.937923939677586702e+02
1.571950300735429351e-01,3.029432804435243654e-01,1.276418884154873756e-01,5.945867163115123866e-01,8.752024798337348921e-01,5.018323275677075230e+02,2.147214553120244034e+02,8.434541826062468317e+01,2.780621721475527508e+01
7.611514415349360241e-02,2.701863664904510798e-01,5.708062695300868405e-01,7.762843994182362373e-01,5.944647895724530784e-02,9.927882748184239290e+02,7.420745175493279078e+01,2.448690000923060666e+02,1.028630766109970978e+02
